0XX 0XX
3XX 96X
195 96X
67X 96X
195 96X
3XX 96X
189 96X
157 96X
173 96X
77X 96X
181 96X
53X 96X
229 96X
149 96X
101 96X
101 96X
21X 96X
101 96X
213 96X
213 96X
13X 96X
205 96X
173 96X
29X 96X
93X 96X
221 96X
61X 96X
189 96X
221 96X
93X 96X
29X 96X
205 96X
77X 96X
245 96X
213 96X
229 96X
165 96X
69X 96X
133 96X
249 96X
249 96X
133 96X
197 96X
101 96X
149 96X
53X 96X
141 96X
205 96X
157 96X
61X 96X
3XX 96X
3XX 96X
67X 96X
195 96X
131 96X
131 96X
221 96X
61X 96X
45X 96X
205 96X
117 96X
213 96X
101 96X
101 96X
69X 96X
37X 96X
69X 96X
37X 96X
165 96X
149 96X
85X 96X
117 96X
13X 96X
173 96X
109 96X
93X 96X
29X 96X
3XX 96X
157 96X
61X 96X
157 96X
29X 96X
45X 96X
77X 96X
53X 96X
85X 96X
229 96X
37X 96X
197 96X
69X 96X
69X 96X
133 96X
197 96X
101 96X
21X 96X
181 96X
245 96X
173 96X
29X 96X
61X 96X
3XX 96X
131 96X
35X 96X
35X 96X
227 96X
131 96X
195 96X
189 96X
61X 96X
173 96X
205 96X
53X 96X
53X 96X
197 96X
101 96X
121 96X
69X 96X
121 96X
133 96X
5XX 96X
37X 96X
101 96X
21X 96X
213 96X
53X 96X
141 96X
141 96X
173 96X
45X 96X
109 96X
13X 96X
205 96X
181 96X
245 96X
149 96X
229 96X
101 96X
133 96X
133 96X
249 96X
133 96X
249 96X
69X 96X
37X 96X
229 96X
213 96X
13X 96X
205 96X
157 96X
189 96X
3XX 96X
195 96X
99X 96X
227 96X
147 96X
227 96X
227 96X
35X 96X
131 96X
189 96X
157 96X
45X 96X
205 96X
181 96X
181 96X
85X 96X
149 96X
21X 96X
149 96X
149 96X
181 96X
181 96X
77X 96X
205 96X
237 96X
29X 96X
61X 96X
221 96X
125 96X
221 96X
61X 96X
157 96X
237 96X
205 96X
13X 96X
53X 96X
149 96X
37X 96X
69X 96X
249 96X
121 96X
121 96X
121 96X
121 96X
69X 96X
133 96X
229 96X
149 96X
13X 96X
205 96X
29X 96X
61X 96X
3XX 96X
131 96X
195 96X
195 96X
67X 96X
3XX 96X
3XX 96X
221 96X
29X 96X
205 96X
77X 96X
245 96X
213 96X
53X 96X
229 96X
149 96X
229 96X
213 96X
213 96X
245 96X
13X 96X
173 96X
109 96X
93X 96X
61X 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
3XX 96X
3XX 96X
157 96X
29X 96X
205 96X
245 96X
213 96X
101 96X
37X 96X
249 96X
133 96X
121 96X
249 96X
249 96X
133 96X
197 96X
101 96X
149 96X
117 96X
141 96X
109 96X
157 96X
61X 96X
3XX 96X
3XX 96X
3XX 96X
131 96X
125 96X
125 96X
157 96X
29X 96X
45X 96X
77X 96X
13X 96X
13X 96X
117 96X
13X 96X
13X 96X
141 96X
77X 96X
173 96X
29X 96X
221 96X
3XX 96X
67X 96X
99X 96X
227 96X
51X 96X
83X 96X
51X 96X
83X 96X
147 96X
99X 96X
195 96X
3XX 96X
157 96X
109 96X
141 96X
53X 96X
53X 96X
149 96X
101 96X
229 96X
37X 96X
229 96X
21X 96X
53X 96X
117 96X
77X 96X
45X 96X
93X 96X
221 96X
3XX 96X
3XX 96X
67X 96X
131 96X
131 96X
3XX 96X
61X 96X
93X 96X
109 96X
205 96X
13X 96X
85X 96X
85X 96X
37X 96X
101 96X
37X 96X
101 96X
101 96X
21X 96X
53X 96X
117 96X
205 96X
173 96X
93X 96X
61X 96X
3XX 96X
3XX 96X
195 96X
67X 96X
67X 96X
3XX 96X
61X 96X
157 96X
173 96X
141 96X
245 96X
85X 96X
149 96X
37X 96X
37X 96X
197 96X
69X 96X
37X 96X
37X 96X
149 96X
213 96X
117 96X
77X 96X
109 96X
93X 96X
189 96X
3XX 96X
131 96X
131 96X
67X 96X
3XX 96X
3XX 96X
221 96X
29X 96X
45X 96X
13X 96X
117 96X
149 96X
101 96X
165 96X
69X 96X
197 96X
133 96X
37X 96X
69X 96X
229 96X
21X 96X
53X 96X
245 96X
77X 96X
45X 96X
237 96X
157 96X
157 96X
93X 96X
157 96X
29X 96X
45X 96X
77X 96X
117 96X
117 96X
21X 96X
101 96X
37X 96X
5XX 96X
197 96X
249 96X
197 96X
37X 96X
21X 96X
85X 96X
245 96X
77X 96X
109 96X
157 96X
125 96X
125 96X
195 96X
67X 96X
35X 96X
131 96X
131 96X
125 96X
221 96X
29X 96X
205 96X
141 96X
53X 96X
85X 96X
101 96X
101 96X
197 96X
101 96X
165 96X
229 96X
149 96X
53X 96X
13X 96X
205 96X
29X 96X
61X 96X
3XX 96X
3XX 96X
131 96X
195 96X
3XX 96X
131 96X
61X 96X
221 96X
237 96X
45X 96X
141 96X
117 96X
213 96X
21X 96X
229 96X
101 96X
165 96X
101 96X
101 96X
85X 96X
149 96X
13X 96X
141 96X
109 96X
29X 96X
61X 96X
189 96X
125 96X
3XX 96X
189 96X
61X 96X
29X 96X
173 96X
13X 96X
117 96X
229 96X
101 96X
249 96X
249 96X
153 96X
153 96X
169 96X
25X 96X
105 96X
89X 96X
153 96X
249 96X
133 96X
37X 96X
85X 96X
53X 96X
13X 96X
13X 96X
205 96X
205 96X
45X 96X
141 96X
141 96X
181 96X
117 96X
229 96X
85X 96X
69X 96X
37X 96X
249 96X
133 96X
249 96X
69X 96X
197 96X
229 96X
21X 96X
181 96X
13X 96X
45X 96X
157 96X
61X 96X
131 96X
195 96X
163 96X
99X 96X
99X 96X
35X 96X
195 96X
131 96X
125 96X
61X 96X
29X 96X
205 96X
45X 96X
117 96X
13X 96X
181 96X
117 96X
181 96X
13X 96X
141 96X
45X 96X
237 96X
157 96X
189 96X
3XX 96X
131 96X
35X 96X
67X 96X
35X 96X
131 96X
131 96X
189 96X
221 96X
237 96X
77X 96X
13X 96X
21X 96X
149 96X
69X 96X
197 96X
249 96X
249 96X
249 96X
133 96X
69X 96X
101 96X
21X 96X
53X 96X
13X 96X
205 96X
109 96X
237 96X
93X 96X
221 96X
93X 96X
61X 96X
29X 96X
237 96X
141 96X
141 96X
149 96X
21X 96X
37X 96X
197 96X
121 96X
249 96X
57X 96X
185 96X
57X 96X
249 96X
69X 96X
37X 96X
229 96X
53X 96X
117 96X
205 96X
205 96X
29X 96X
109 96X
157 96X
109 96X
237 96X
45X 96X
77X 96X
13X 96X
53X 96X
85X 96X
229 96X
101 96X
197 96X
37X 96X
37X 96X
197 96X
101 96X
229 96X
213 96X
117 96X
45X 96X
237 96X
189 96X
3XX 96X
35X 96X
227 96X
147 96X
83X 96X
51X 96X
147 96X
83X 96X
227 96X
35X 96X
131 96X
125 96X
157 96X
109 96X
77X 96X
13X 96X
13X 96X
117 96X
117 96X
53X 96X
117 96X
245 96X
13X 96X
45X 96X
173 96X
109 96X
157 96X
157 96X
221 96X
157 96X
221 96X
29X 96X
173 96X
45X 96X
245 96X
117 96X
21X 96X
229 96X
37X 96X
197 96X
133 96X
249 96X
249 96X
133 96X
165 96X
229 96X
213 96X
245 96X
205 96X
29X 96X
189 96X
131 96X
195 96X
163 96X
19X 96X
19X 96X
83X 96X
163 96X
227 96X
3XX 96X
3XX 96X
61X 96X
29X 96X
45X 96X
205 96X
117 96X
117 96X
53X 96X
53X 96X
53X 96X
117 96X
117 96X
77X 96X
205 96X
109 96X
157 96X
221 96X
125 96X
3XX 96X
3XX 96X
3XX 96X
3XX 96X
61X 96X
61X 96X
45X 96X
109 96X
117 96X
53X 96X
149 96X
165 96X
197 96X
133 96X
249 96X
249 96X
133 96X
133 96X
37X 96X
101 96X
85X 96X
181 96X
141 96X
109 96X
157 96X
61X 96X
125 96X
3XX 96X
3XX 96X
3XX 96X
3XX 96X
61X 96X
221 96X
109 96X
45X 96X
13X 96X
117 96X
213 96X
85X 96X
149 96X
21X 96X
149 96X
149 96X
53X 96X
181 96X
205 96X
205 96X
157 96X
157 96X
3XX 96X
3XX 96X
67X 96X
35X 96X
195 96X
35X 96X
67X 96X
3XX 96X
125 96X
93X 96X
109 96X
45X 96X
245 96X
53X 96X
53X 96X
101 96X
149 96X
165 96X
149 96X
21X 96X
149 96X
117 96X
117 96X
77X 96X
205 96X
29X 96X
29X 96X
61X 96X
61X 96X
189 96X
61X 96X
221 96X
157 96X
109 96X
205 96X
13X 96X
117 96X
149 96X
21X 96X
165 96X
37X 96X
197 96X
197 96X
165 96X
229 96X
229 96X
53X 96X
53X 96X
173 96X
77X 96X
157 96X
93X 96X
61X 96X
61X 96X
3XX 96X
61X 96X
221 96X
29X 96X
109 96X
13X 96X
13X 96X
149 96X
229 96X
69X 96X
133 96X
185 96X
57X 96X
217 96X
57X 96X
57X 96X
249 96X
133 96X
37X 96X
149 96X
53X 96X
13X 96X
77X 96X
45X 96X
29X 96X
29X 96X
93X 96X
29X 96X
29X 96X
173 96X
77X 96X
141 96X
53X 96X
213 96X
21X 96X
101 96X
165 96X
197 96X
197 96X
165 96X
165 96X
149 96X
53X 96X
13X 96X
141 96X
237 96X
237 96X
61X 96X
3XX 96X
131 96X
67X 96X
195 96X
195 96X
131 96X
131 96X
61X 96X
221 96X
29X 96X
45X 96X
141 96X
245 96X
53X 96X
85X 96X
213 96X
229 96X
213 96X
149 96X
117 96X
245 96X
205 96X
173 96X
157 96X
61X 96X
3XX 96X
3XX 96X
131 96X
67X 96X
131 96X
3XX 96X
125 96X
61X 96X
237 96X
237 96X
245 96X
117 96X
149 96X
229 96X
165 96X
69X 96X
197 96X
133 96X
69X 96X
37X 96X
37X 96X
21X 96X
85X 96X
181 96X
117 96X
77X 96X
77X 96X
45X 96X
205 96X
45X 96X
77X 96X
77X 96X
13X 96X
181 96X
149 96X
21X 96X
197 96X
197 96X
5XX 96X
249 96X
249 96X
249 96X
69X 96X
69X 96X
101 96X
229 96X
181 96X
117 96X
45X 96X
237 96X
157 96X
125 96X
3XX 96X
131 96X
3XX 96X
131 96X
189 96X
3XX 96X
93X 96X
29X 96X
141 96X
13X 96X
213 96X
85X 96X
101 96X
37X 96X
197 96X
69X 96X
197 96X
37X 96X
229 96X
21X 96X
53X 96X
117 96X
77X 96X
109 96X
109 96X
157 96X
221 96X
157 96X
125 96X
157 96X
221 96X
109 96X
173 96X
141 96X
13X 96X
53X 96X
213 96X
149 96X
229 96X
229 96X
229 96X
149 96X
85X 96X
117 96X
13X 96X
173 96X
29X 96X
221 96X
3XX 96X
131 96X
35X 96X
163 96X
227 96X
163 96X
227 96X
67X 96X
131 96X
61X 96X
157 96X
45X 96X
77X 96X
181 96X
213 96X
229 96X
101 96X
197 96X
37X 96X
197 96X
165 96X
101 96X
149 96X
213 96X
117 96X
13X 96X
205 96X
205 96X
237 96X
237 96X
29X 96X
109 96X
173 96X
45X 96X
141 96X
13X 96X
53X 96X
21X 96X
165 96X
37X 96X
133 96X
197 96X
133 96X
197 96X
197 96X
101 96X
21X 96X
213 96X
245 96X
141 96X
173 96X
29X 96X
221 96X
61X 96X
3XX 96X
3XX 96X
189 96X
125 96X
157 96X
157 96X
109 96X
45X 96X
13X 96X
117 96X
149 96X
85X 96X
101 96X
229 96X
229 96X
149 96X
85X 96X
53X 96X
245 96X
77X 96X
173 96X
237 96X
61X 96X
61X 96X
131 96X
3XX 96X
195 96X
3XX 96X
131 96X
61X 96X
189 96X
157 96X
173 96X
45X 96X
13X 96X
181 96X
213 96X
85X 96X
229 96X
149 96X
101 96X
213 96X
85X 96X
117 96X
13X 96X
45X 96X
29X 96X
93X 96X
3XX 96X
131 96X
131 96X
163 96X
195 96X
35X 96X
195 96X
3XX 96X
189 96X
157 96X
237 96X
77X 96X
13X 96X
53X 96X
53X 96X
149 96X
85X 96X
21X 96X
85X 96X
149 96X
181 96X
53X 96X
13X 96X
77X 96X
109 96X
157 96X
93X 96X
189 96X
61X 96X
3XX 96X
189 96X
221 96X
93X 96X
109 96X
45X 96X
13X 96X
117 96X
85X 96X
229 96X
101 96X
101 96X
165 96X
101 96X
229 96X
229 96X
53X 96X
117 96X
77X 96X
237 96X
157 96X
3XX 96X
3XX 96X
163 96X
163 96X
19X 96X
19X 96X
19X 96X
227 96X
99X 96X
195 96X
131 96X
189 96X
61X 96X
29X 96X
109 96X
205 96X
141 96X
141 96X
13X 96X
13X 96X
13X 96X
141 96X
205 96X
109 96X
173 96X
157 96X
29X 96X
221 96X
221 96X
157 96X
29X 96X
109 96X
205 96X
13X 96X
117 96X
229 96X
229 96X
5XX 96X
249 96X
89X 96X
89X 96X
25X 96X
25X 96X
153 96X
217 96X
185 96X
5XX 96X
69X 96X
229 96X
85X 96X
13X 96X
77X 96X
109 96X
157 96X
61X 96X
61X 96X
189 96X
61X 96X
221 96X
29X 96X
29X 96X
173 96X
77X 96X
13X 96X
117 96X
213 96X
53X 96X
85X 96X
213 96X
85X 96X
53X 96X
117 96X
13X 96X
205 96X
109 96X
29X 96X
61X 96X
189 96X
131 96X
131 96X
195 96X
195 96X
3XX 96X
3XX 96X
61X 96X
221 96X
173 96X
109 96X
117 96X
13X 96X
85X 96X
149 96X
21X 96X
229 96X
21X 96X
149 96X
53X 96X
181 96X
13X 96X
45X 96X
237 96X
93X 96X
189 96X
3XX 96X
131 96X
67X 96X
3XX 96X
67X 96X
3XX 96X
3XX 96X
93X 96X
29X 96X
205 96X
13X 96X
117 96X
213 96X
21X 96X
101 96X
101 96X
101 96X
165 96X
229 96X
149 96X
85X 96X
117 96X
245 96X
205 96X
77X 96X
29X 96X
109 96X
93X 96X
29X 96X
93X 96X
29X 96X
173 96X
205 96X
13X 96X
53X 96X
213 96X
229 96X
165 96X
197 96X
197 96X
133 96X
133 96X
197 96X
69X 96X
101 96X
229 96X
149 96X
117 96X
13X 96X
205 96X
109 96X
29X 96X
157 96X
29X 96X
29X 96X
29X 96X
109 96X
205 96X
141 96X
117 96X
53X 96X
21X 96X
229 96X
229 96X
69X 96X
101 96X
69X 96X
229 96X
101 96X
85X 96X
213 96X
13X 96X
77X 96X
109 96X
157 96X
61X 96X
3XX 96X
3XX 96X
67X 96X
131 96X
131 96X
3XX 96X
3XX 96X
29X 96X
29X 96X
45X 96X
13X 96X
117 96X
149 96X
21X 96X
101 96X
37X 96X
165 96X
229 96X
165 96X
85X 96X
213 96X
181 96X
77X 96X
13X 96X
29X 96X
173 96X
93X 96X
157 96X
93X 96X
157 96X
29X 96X
109 96X
77X 96X
141 96X
53X 96X
149 96X
229 96X
165 96X
69X 96X
133 96X
133 96X
5XX 96X
197 96X
37X 96X
229 96X
149 96X
117 96X
13X 96X
173 96X
109 96X
221 96X
221 96X
189 96X
125 96X
3XX 96X
3XX 96X
189 96X
61X 96X
29X 96X
237 96X
77X 96X
141 96X
117 96X
181 96X
213 96X
149 96X
85X 96X
149 96X
53X 96X
53X 96X
13X 96X
141 96X
109 96X
29X 96X
93X 96X
189 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
189 96X
61X 96X
29X 96X
237 96X
77X 96X
13X 96X
53X 96X
149 96X
165 96X
165 96X
133 96X
69X 96X
133 96X
197 96X
197 96X
165 96X
101 96X
229 96X
213 96X
181 96X
13X 96X
141 96X
77X 96X
205 96X
205 96X
13X 96X
13X 96X
53X 96X
85X 96X
21X 96X
101 96X
37X 96X
69X 96X
249 96X
249 96X
249 96X
249 96X
133 96X
197 96X
101 96X
21X 96X
117 96X
13X 96X
173 96X
157 96X
61X 96X
131 96X
195 96X
99X 96X
163 96X
19X 96X
99X 96X
99X 96X
195 96X
3XX 96X
3XX 96X
93X 96X
29X 96X
109 96X
205 96X
13X 96X
245 96X
117 96X
117 96X
13X 96X
13X 96X
205 96X
45X 96X
29X 96X
93X 96X
61X 96X
3XX 96X
3XX 96X
3XX 96X
131 96X
131 96X
131 96X
189 96X
61X 96X
29X 96X
237 96X
141 96X
141 96X
53X 96X
53X 96X
149 96X
149 96X
21X 96X
149 96X
213 96X
181 96X
245 96X
205 96X
45X 96X
157 96X
93X 96X
3XX 96X
3XX 96X
67X 96X
195 96X
195 96X
67X 96X
3XX 96X
3XX 96X
93X 96X
29X 96X
205 96X
13X 96X
53X 96X
213 96X
101 96X
229 96X
69X 96X
101 96X
133 96X
229 96X
165 96X
85X 96X
149 96X
117 96X
117 96X
141 96X
45X 96X
109 96X
109 96X
29X 96X
237 96X
237 96X
45X 96X
205 96X
13X 96X
13X 96X
53X 96X
53X 96X
149 96X
229 96X
229 96X
101 96X
149 96X
149 96X
181 96X
117 96X
205 96X
173 96X
157 96X
61X 96X
131 96X
195 96X
99X 96X
227 96X
227 96X
147 96X
227 96X
163 96X
131 96X
3XX 96X
61X 96X
29X 96X
109 96X
141 96X
141 96X
181 96X
117 96X
181 96X
117 96X
117 96X
141 96X
141 96X
109 96X
29X 96X
93X 96X
189 96X
3XX 96X
131 96X
131 96X
67X 96X
67X 96X
131 96X
3XX 96X
189 96X
29X 96X
109 96X
141 96X
13X 96X
213 96X
85X 96X
229 96X
101 96X
165 96X
101 96X
101 96X
149 96X
149 96X
117 96X
13X 96X
45X 96X
109 96X
29X 96X
61X 96X
61X 96X
3XX 96X
61X 96X
3XX 96X
93X 96X
61X 96X
237 96X
109 96X
141 96X
245 96X
213 96X
149 96X
165 96X
101 96X
133 96X
37X 96X
37X 96X
37X 96X
101 96X
229 96X
213 96X
53X 96X
13X 96X
13X 96X
173 96X
173 96X
109 96X
29X 96X
29X 96X
173 96X
205 96X
13X 96X
117 96X
85X 96X
21X 96X
37X 96X
197 96X
249 96X
5XX 96X
185 96X
249 96X
185 96X
133 96X
69X 96X
101 96X
149 96X
117 96X
77X 96X
45X 96X
157 96X
93X 96X
125 96X
3XX 96X
3XX 96X
3XX 96X
3XX 96X
125 96X
61X 96X
157 96X
29X 96X
173 96X
45X 96X
141 96X
141 96X
13X 96X
13X 96X
13X 96X
77X 96X
205 96X
109 96X
237 96X
221 96X
61X 96X
3XX 96X
3XX 96X
195 96X
3XX 96X
195 96X
3XX 96X
131 96X
61X 96X
93X 96X
109 96X
141 96X
245 96X
85X 96X
229 96X
197 96X
133 96X
5XX 96X
133 96X
249 96X
133 96X
197 96X
37X 96X
21X 96X
149 96X
117 96X
13X 96X
45X 96X
237 96X
157 96X
93X 96X
61X 96X
61X 96X
221 96X
157 96X
237 96X
109 96X
141 96X
141 96X
85X 96X
53X 96X
229 96X
229 96X
37X 96X
165 96X
37X 96X
229 96X
229 96X
53X 96X
53X 96X
13X 96X
141 96X
205 96X
109 96X
109 96X
157 96X
29X 96X
29X 96X
109 96X
205 96X
141 96X
13X 96X
213 96X
21X 96X
229 96X
165 96X
133 96X
133 96X
121 96X
249 96X
5XX 96X
133 96X
37X 96X
229 96X
85X 96X
53X 96X
77X 96X
77X 96X
29X 96X
29X 96X
221 96X
61X 96X
189 96X
189 96X
61X 96X
61X 96X
237 96X
29X 96X
77X 96X
77X 96X
181 96X
181 96X
85X 96X
85X 96X
149 96X
213 96X
85X 96X
53X 96X
245 96X
13X 96X
205 96X
173 96X
29X 96X
93X 96X
189 96X
3XX 96X
3XX 96X
3XX 96X
3XX 96X
189 96X
93X 96X
29X 96X
45X 96X
45X 96X
181 96X
117 96X
85X 96X
149 96X
149 96X
165 96X
149 96X
101 96X
213 96X
149 96X
245 96X
245 96X
205 96X
45X 96X
29X 96X
93X 96X
93X 96X
189 96X
157 96X
221 96X
29X 96X
109 96X
45X 96X
141 96X
117 96X
85X 96X
149 96X
37X 96X
197 96X
133 96X
133 96X
69X 96X
133 96X
37X 96X
165 96X
21X 96X
53X 96X
245 96X
77X 96X
237 96X
29X 96X
61X 96X
3XX 96X
3XX 96X
3XX 96X
3XX 96X
61X 96X
61X 96X
29X 96X
237 96X
205 96X
13X 96X
13X 96X
213 96X
85X 96X
21X 96X
149 96X
229 96X
149 96X
85X 96X
181 96X
117 96X
141 96X
77X 96X
237 96X
29X 96X
157 96X
61X 96X
221 96X
93X 96X
93X 96X
29X 96X
109 96X
205 96X
117 96X
53X 96X
21X 96X
165 96X
197 96X
69X 96X
249 96X
249 96X
249 96X
249 96X
197 96X
197 96X
229 96X
149 96X
117 96X
13X 96X
45X 96X
109 96X
157 96X
93X 96X
61X 96X
61X 96X
61X 96X
93X 96X
221 96X
109 96X
237 96X
205 96X
13X 96X
13X 96X
181 96X
117 96X
53X 96X
13X 96X
117 96X
77X 96X
77X 96X
29X 96X
29X 96X
3XX 96X
3XX 96X
35X 96X
163 96X
19X 96X
147 96X
83X 96X
147 96X
83X 96X
147 96X
99X 96X
195 96X
131 96X
61X 96X
93X 96X
109 96X
45X 96X
77X 96X
13X 96X
13X 96X
13X 96X
13X 96X
141 96X
205 96X
109 96X
109 96X
221 96X
93X 96X
125 96X
125 96X
189 96X
3XX 96X
189 96X
221 96X
157 96X
109 96X
77X 96X
13X 96X
53X 96X
21X 96X
165 96X
197 96X
5XX 96X
249 96X
5XX 96X
5XX 96X
69X 96X
37X 96X
101 96X
149 96X
181 96X
13X 96X
173 96X
29X 96X
221 96X
189 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
3XX 96X
61X 96X
93X 96X
109 96X
77X 96X
141 96X
53X 96X
53X 96X
149 96X
149 96X
229 96X
149 96X
85X 96X
213 96X
245 96X
13X 96X
205 96X
173 96X
29X 96X
157 96X
61X 96X
61X 96X
221 96X
61X 96X
221 96X
157 96X
237 96X
205 96X
77X 96X
117 96X
53X 96X
149 96X
21X 96X
101 96X
229 96X
101 96X
149 96X
149 96X
181 96X
13X 96X
77X 96X
109 96X
93X 96X
61X 96X
3XX 96X
131 96X
195 96X
35X 96X
35X 96X
35X 96X
195 96X
3XX 96X
3XX 96X
93X 96X
237 96X
205 96X
13X 96X
181 96X
53X 96X
229 96X
21X 96X
229 96X
229 96X
85X 96X
149 96X
53X 96X
53X 96X
245 96X
13X 96X
205 96X
45X 96X
205 96X
109 96X
205 96X
45X 96X
77X 96X
141 96X
181 96X
85X 96X
149 96X
165 96X
197 96X
133 96X
5XX 96X
249 96X
5XX 96X
133 96X
197 96X
165 96X
149 96X
53X 96X
13X 96X
45X 96X
237 96X
221 96X
189 96X
3XX 96X
3XX 96X
67X 96X
67X 96X
131 96X
3XX 96X
189 96X
221 96X
29X 96X
45X 96X
13X 96X
181 96X
53X 96X
149 96X
85X 96X
21X 96X
229 96X
213 96X
149 96X
117 96X
117 96X
141 96X
45X 96X
29X 96X
157 96X
61X 96X
189 96X
61X 96X
125 96X
221 96X
157 96X
109 96X
45X 96X
13X 96X
53X 96X
21X 96X
229 96X
69X 96X
37X 96X
249 96X
69X 96X
133 96X
69X 96X
197 96X
101 96X
149 96X
53X 96X
117 96X
205 96X
205 96X
29X 96X
29X 96X
93X 96X
93X 96X
157 96X
237 96X
29X 96X
205 96X
77X 96X
245 96X
213 96X
149 96X
101 96X
197 96X
197 96X
69X 96X
197 96X
197 96X
101 96X
229 96X
213 96X
53X 96X
141 96X
141 96X
173 96X
237 96X
157 96X
221 96X
61X 96X
221 96X
157 96X
157 96X
205 96X
173 96X
245 96X
245 96X
213 96X
149 96X
21X 96X
37X 96X
101 96X
101 96X
101 96X
85X 96X
149 96X
117 96X
13X 96X
205 96X
109 96X
93X 96X
189 96X
3XX 96X
131 96X
131 96X
67X 96X
131 96X
3XX 96X
125 96X
61X 96X
157 96X
109 96X
77X 96X
141 96X
117 96X
245 96X
53X 96X
181 96X
53X 96X
117 96X
13X 96X
141 96X
45X 96X
173 96X
157 96X
93X 96X
125 96X
189 96X
3XX 96X
125 96X
125 96X
221 96X
29X 96X
109 96X
13X 96X
245 96X
21X 96X
229 96X
69X 96X
249 96X
121 96X
57X 96X
57X 96X
57X 96X
57X 96X
121 96X
249 96X
165 96X
101 96X
53X 96X
181 96X
141 96X
45X 96X
109 96X
29X 96X
157 96X
157 96X
237 96X
29X 96X
45X 96X
205 96X
13X 96X
13X 96X
149 96X
85X 96X
229 96X
21X 96X
165 96X
21X 96X
229 96X
85X 96X
181 96X
245 96X
205 96X
173 96X
157 96X
221 96X
189 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
125 96X
61X 96X
29X 96X
109 96X
13X 96X
245 96X
181 96X
149 96X
149 96X
101 96X
229 96X
37X 96X
229 96X
229 96X
149 96X
53X 96X
13X 96X
77X 96X
109 96X
29X 96X
61X 96X
61X 96X
3XX 96X
189 96X
3XX 96X
189 96X
3XX 96X
29X 96X
29X 96X
109 96X
77X 96X
141 96X
53X 96X
53X 96X
149 96X
149 96X
85X 96X
85X 96X
213 96X
181 96X
245 96X
77X 96X
205 96X
29X 96X
93X 96X
125 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
3XX 96X
3XX 96X
61X 96X
221 96X
45X 96X
173 96X
13X 96X
117 96X
53X 96X
85X 96X
213 96X
21X 96X
53X 96X
149 96X
117 96X
117 96X
205 96X
205 96X
157 96X
157 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
131 96X
125 96X
125 96X
29X 96X
29X 96X
77X 96X
245 96X
117 96X
149 96X
101 96X
37X 96X
69X 96X
249 96X
197 96X
133 96X
197 96X
101 96X
229 96X
53X 96X
117 96X
205 96X
173 96X
29X 96X
93X 96X
189 96X
125 96X
3XX 96X
125 96X
189 96X
61X 96X
157 96X
29X 96X
173 96X
45X 96X
13X 96X
13X 96X
117 96X
117 96X
117 96X
13X 96X
141 96X
205 96X
109 96X
29X 96X
61X 96X
3XX 96X
67X 96X
195 96X
227 96X
227 96X
147 96X
227 96X
99X 96X
35X 96X
67X 96X
125 96X
61X 96X
237 96X
77X 96X
13X 96X
53X 96X
85X 96X
149 96X
229 96X
229 96X
101 96X
85X 96X
213 96X
53X 96X
13X 96X
141 96X
45X 96X
109 96X
29X 96X
61X 96X
157 96X
61X 96X
157 96X
157 96X
237 96X
173 96X
77X 96X
245 96X
53X 96X
85X 96X
101 96X
229 96X
197 96X
101 96X
37X 96X
101 96X
149 96X
149 96X
117 96X
13X 96X
205 96X
109 96X
157 96X
221 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
125 96X
61X 96X
157 96X
109 96X
205 96X
13X 96X
181 96X
149 96X
21X 96X
101 96X
101 96X
37X 96X
165 96X
101 96X
229 96X
85X 96X
117 96X
13X 96X
205 96X
173 96X
29X 96X
157 96X
157 96X
61X 96X
93X 96X
157 96X
29X 96X
45X 96X
13X 96X
13X 96X
149 96X
229 96X
165 96X
197 96X
249 96X
133 96X
249 96X
133 96X
197 96X
37X 96X
149 96X
213 96X
141 96X
77X 96X
157 96X
157 96X
3XX 96X
3XX 96X
195 96X
195 96X
195 96X
131 96X
3XX 96X
3XX 96X
93X 96X
157 96X
45X 96X
141 96X
13X 96X
117 96X
53X 96X
53X 96X
213 96X
213 96X
53X 96X
13X 96X
13X 96X
45X 96X
109 96X
29X 96X
93X 96X
189 96X
61X 96X
125 96X
221 96X
61X 96X
157 96X
29X 96X
205 96X
205 96X
181 96X
53X 96X
149 96X
165 96X
197 96X
197 96X
133 96X
69X 96X
197 96X
101 96X
229 96X
213 96X
117 96X
141 96X
173 96X
29X 96X
221 96X
3XX 96X
3XX 96X
3XX 96X
131 96X
3XX 96X
125 96X
61X 96X
157 96X
109 96X
45X 96X
245 96X
181 96X
149 96X
149 96X
101 96X
229 96X
101 96X
229 96X
21X 96X
229 96X
53X 96X
53X 96X
13X 96X
13X 96X
205 96X
205 96X
45X 96X
205 96X
45X 96X
13X 96X
13X 96X
213 96X
149 96X
37X 96X
37X 96X
121 96X
185 96X
153 96X
233 96X
153 96X
25X 96X
217 96X
57X 96X
121 96X
69X 96X
165 96X
85X 96X
245 96X
141 96X
29X 96X
29X 96X
125 96X
125 96X
3XX 96X
3XX 96X
3XX 96X
3XX 96X
221 96X
157 96X
173 96X
77X 96X
141 96X
117 96X
53X 96X
53X 96X
